,Sample,Max_Wavelength,Max_Value,FWHM
0,5min,360.61400000000003,17.8137,0.6779999999999973
1,5min 50C,399.84,54.2854,8.634999999999991
2,5min 75C,385.796,20.5421,2.065999999999974
3,5min 100C,373.589,17.3826,3.4399999999999977
