,Sample,Max_Wavelength,Max_Value,FWHM
0,15min 50C,753.7810000000001,13153.0,42.40499999999997
1,15min 75C,752.66,3421.0,43.641000000000076
2,15min 100C,749.959,3560.87,43.486000000000104
