,Sample,Max_Wavelength,Max_Value,FWHM
0,5min 50C,748.199,9354.95,43.986000000000104
1,5min 75C,751.8560000000001,1940.0,44.389999999999986
2,5min 100C,747.8839999999999,6992.09,47.676000000000045
