,Sample,Max_Wavelength,Max_Value,FWHM
0,15min,530.297,23946.2,21.29300000000012
1,15min 50C,530.585,34677.6,19.785999999999945
2,15min 75C,524.0980000000001,18405.7,21.632000000000062
3,15min 100C,523.9069999999999,6923.4,20.62200000000007
