,Sample,Max_Wavelength,Max_Value,FWHM
0,1min 50C,511.216,1098.59,18.840000000000032
1,1min 75C,523.54,34.7794,0.86099999999999
2,1min 100C,511.912,4789.95,25.181999999999903
